LE ID;Project / Contract;GET-ID;BBS-Markup in %;Site Area;Site-Name;BBS-Department;Charging information;Region;Created By;Modified By;Item Type;Path
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-BRB;;23,5;Intranet;BSP-BRB;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-BK;;23,5;Intranet;BSP-BK;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-BG;;23,5;Intranet;BSP-BG ;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-BD;;23,5;Intranet;BSP-BD;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-AW;;23,5;Intranet;BSP-AW;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-AUB;;23,5;Intranet;BSP-AUB;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BSP-ADJ;;23,5;Intranet;BSP-ADJ ;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BHC-Radiology-and-Interventional;;23,5;Intranet;BHC-Radiology-and-Interventional;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BHC-R_I-Purpose;;23,5;Intranet;BHC-R_I-Purpose;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BHC-P2P;;23,5;Intranet;BHC-P2P;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BHC-MX;;23,5;Intranet;BHC-MX;WebCM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BHC-MCM;;23,5;Intranet;BHC-MCM;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BHC-BGM;;23,5;Intranet;BHC-BGM;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BAG-CLM;;23,5;Intranet;BAG-CLM;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, BAG-CA;;23,5;Intranet;BAG-CA;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%02, Intranet, abcs;;23,5;Intranet;abcs;WebA;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2001;WebAS, TWM%DE-2001-BHC-DS_BPH%01, Internet, various;;23,5;Internet;various;WebCM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2000;WebAS, TWM%DE-2000-BAG-WORKPLACE%02, Intranet;;;Intranet;ACC-Connections;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2000;WebAS, TWM%DE-2000-BAG-WORKPLACE%02, Intranet;;;Intranet;BAG CorpCompliance;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2000;WebAS, TWM%DE-2000-BAG-WORKPLACE%02, Intranet;;;Intranet;BAG-GAC;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2000;WebAS, TWM%DE-2000-BAG-WORKPLACE%02, Intranet;;;Intranet;BayerNet;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
2000;WebAS, TWM%DE-2000-BAG-WORKPLACE%02, Intranet;;;Intranet;BIP-Intranet;COM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
1829;WebAS, TWM%DE-1829-BAG-BIP%02, Intranet;10064967;;Intranet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1829;WebAS, TWM%DE-1829-BAG-BIP%01, Internet;;;Internet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1582;WebAS, TWM%DE-1582-BHC-AH_MON%01, Internet;10076691;23,5;Internet;various;WebCM;EOUE00011622;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
1546;WebAS, TWM%DE-1546-BHC-GP-GRENZACH-PRODUKTIONS-GMBH%02, Intranet;10064964;;Intranet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1546;WebAS, TWM%DE-1546-BHC-GP-GRENZACH-PRODUKTIONS-GMBH%01, Internet;10064963;;Internet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1252;WebAS, TWM%DE-1252-BTS-DS_BTS%02, Intranet;;;Intranet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1252;WebAS, TWM%DE-1252-BTS-DS_BTS%01, Internet;10064978;;Internet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1230;WebAS, TWM%DE-1230-BCS-BAYER-CROPSCIENCE-AG%02, Intranet;10073134;;Intranet;various;WebCM;EOUE00006045;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0932;WebAS, TWM%DE-0932-BHC-BAYER-VITAL-GMBH%01, Internet;10073803;40;Internet;various;WebCM;OLUE00003698;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
0522;WebAS, TWM%DE-0522-CUR-BAYER-GASTRONOMIE-GMBH%01, Internet;;;Internet;various;WebA;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0482;WebAS, TWM%DE-0482-BAG-DS_BRE%02, Intranet;10064912;;Intranet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0482;WebAS, TWM%DE-0482-BAG-DS_BRE%01, Internet;;;Internet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0347;WebAS, TWM%DE-0347-ROS-BAYER-BITTERFELD-GMBH%02, Intranet;;;Intranet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0347;WebAS, TWM%DE-0347-ROS-BAYER-BITTERFELD-GMBH%01, Internet;10064908;;Internet;various;WebCM;-;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0032;WebAS, TWM%DE-0032-BHC-DS%02, Intranet;;;Intranet;various;WebCM;;Deutschland;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0032;WebAS, TWM%DE-0032-BHC-DS%01, Internet;;;Internet;various;WebCM;;Deutschland;Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
0807;WebAS, TWM%CZ-0807-ROS%02, Intranet;10064900;;Intranet;various;WebCM;TWM#CZ-0807-ROS#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0807;WebAS, TWM%CZ-0807-ROS%01, Internet;10064778;;Internet;various;WebCM;TWM#CZ-0807-ROS#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1321;WebAS, TWM%CO-1321-BHC%02, Intranet;;;Intranet;various;WebCM;TWM#CO-1321-BHC#02;Lateinamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1321;WebAS, TWM%CO-1321-BHC%01, Internet;10064898;;Internet;various;WebCM;TWM#CO-1321-BHC#01;Lateinamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1391;WebAS, TWM%CN-1391-BCS%02, Intranet;10064894;;Intranet;various;WebCM;TWM#CN-1391-BCS#02;Asien / Pazifik;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1391;WebAS, TWM%CN-1391-BCS%01, Internet;;;Internet;various;WebCM;TWM#CN-1391-BCS#01;Asien / Pazifik;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0938;WebAS, TWM%CN-0938-BHC%02, Intranet;;;Intranet;various;WebCM;TWM#CN-0938-BHC#02;Asien / Pazifik;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0938;WebAS, TWM%CN-0938-BHC%01, Internet;10064888;;Internet;various;WebCM;TWM#CN-0938-BHC#01;Asien / Pazifik;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0882;WebAS, TWM%CN-0882-BHC%02, Intranet;10064889;;Intranet;various;WebCM;TWM#CN-0882-BHC#02;Asien / Pazifik;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0882;WebAS, TWM%CN-0882-BHC%01, Internet;10064888;;Internet;various;WebCM;TWM#CN-0882-BHC#01;Asien / Pazifik;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0164;WebAS, TWM%CL-0164-ROS-BAYER-CHILE%02, Intranet;;;Intranet;various;WebCM;TWM#CL-0164-ROS-BAYER-CHILE#02;Lateinamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0164;WebAS, TWM%CL-0164-ROS-BAYER-CHILE%01, Internet;10064886;;Internet;various;WebCM;TWM#CL-0164-ROS-BAYER-CHILE#01;Lateinamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1611;WebAS, TWM%CH-1611-BHC-BCC%01, Internet;10064762;40;Internet;various;WebCM;TWM#CH-1611-BHC-BCC#01;EMEA (ohne DE);Marcel Knoll;Stefanie Eickemeyer;Element;sites/000185/WebAgency/Lists/BBS Contracts
0201;WebAS, TWM%CH-0201-BHC%02, Intranet;10064880;;Intranet;various;WebCM;TWM#CH-0201-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0201;WebAS, TWM%CH-0201-BHC%01, Internet;10064776;;Internet;various;WebCM;TWM#CH-0201-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0393;WebAS, TWM%CA-0393-ROS-BAYER-INC%02, Intranet;;;Intranet;various;WebCM;TWM#CA-0393-ROS-BAYER-INC#02;Nordamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0393;WebAS, TWM%CA-0393-ROS-BAYER-INC%01, Internet;10064878;;Internet;various;WebCM;TWM#CA-0393-ROS-BAYER-INC#01;Nordamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1353;WebAS, TWM%BR-1353-BHC%02, Intranet;10064875;;Intranet;various;WebCM;TWM#BR-1353-BHC#02;Lateinamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1353;WebAS, TWM%BR-1353-BHC%01, Internet;10064874;;Internet;various;WebCM;TWM#BR-1353-BHC#01;Lateinamerika;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0887;WebAS, TWM%BG-0887-ROS%02, Intranet;;;Intranet;various;WebCM;TWM#BG-0887-ROS#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0887;WebAS, TWM%BG-0887-ROS%01, Internet;10064774;;Internet;various;WebCM;TWM#BG-0887-ROS#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0063;WebAS, TWM%BE-0063-BMS%02, Intranet;;;Intranet;various;WebCM;TWM#BE-0063-BMS#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0063;WebAS, TWM%BE-0063-BMS%01, Internet -->NL-0188;10064722;;Internet;various;WebCM;TWM#BE-0063-BMS#01, Internet -->NL;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0157;WebAS, TWM%AU-0157-ROS-BAYER-AUSTRALIA-LTD%02, Intranet;;;Intranet;various;WebCM;TWM#AU-0157-ROS-BAYER-AUSTRALIA-LTD#02;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0157;WebAS, TWM%AU-0157-ROS-BAYER-AUSTRALIA-LTD%01, Internet;10064868;;Internet;various;WebCM;TWM#AU-0157-ROS-BAYER-AUSTRALIA-LTD#01;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0208;WebAS, TWM%AT-0208-BHC%02, Intranet;10064865;;Intranet;various;WebCM;TWM#AT-0208-BHC#02;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0208;WebAS, TWM%AT-0208-BHC%01, Internet;10064864;;Internet;various;WebCM;TWM#AT-0208-BHC#01;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0156;WebAS, TWM%AR-0156-ROS-BAYER-S-A%02, Intranet;;;Intranet;various;WebCM;TWM#AR-0156-ROS-BAYER-S-A#02;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0156;WebAS, TWM%AR-0156-ROS-BAYER-S-A%01, Internet;10064862;;Internet;various;WebCM;TWM#AR-0156-ROS-BAYER-S-A#01;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1707;WebAS, TWM%AE-1707-ROS%02, Intranet;10064859;;Intranet;various;WebCM;TWM#AE-1707-ROS#02;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1707;WebAS, TWM%AE-1707-ROS%01, Internet;10064858;;Internet;various;WebCM;TWM#AE-1707-ROS#01;#N/A;Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0210;WebAS, AUT%ZA-0210-BHC%02, Intranet;;;Intranet;various;WebCM;AUT#ZA-0210-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0210;WebAS, AUT%ZA-0210-BHC%01, Internet;10064723;;Internet;various;WebCM;AUT#ZA-0210-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1346;WebAS, AUT%VN-1346-ROS-BAYER-VIETNAM-LTD%02, Intranet;;;Intranet;various;WebCM;AUT#VN-1346-ROS-BAYER-VIETNAM-LTD#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1346;WebAS, AUT%VN-1346-ROS-BAYER-VIETNAM-LTD%01, Internet;10064725;;Internet;various;WebCM;AUT#VN-1346-ROS-BAYER-VIETNAM-LTD#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0196;WebAS, AUT%VE-0196-BHC%02, Intranet;;;Intranet;various;WebCM;AUT#VE-0196-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0196;WebAS, AUT%VE-0196-BHC%01, Internet;10064857;;Internet;various;WebCM;AUT#VE-0196-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
2083;WebAS, AUT%US-2083-BHC%02, Intranet;10064959;;Intranet;various;WebCM;AUT#US-2083-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
2083;WebAS, AUT%US-2083-BHC%01, Internet;10064765;;Internet;various;WebCM;AUT#US-2083-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1371;WebAS, AUT%US-1371-ROS-BAYER-CORP%02, Intranet;;;Intranet;various;WebCM;AUT#US-1371-ROS-BAYER-CORP#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1371;WebAS, AUT%US-1371-ROS-BAYER-CORP%01, Internet;10064855;;Internet;various;WebCM;AUT#US-1371-ROS-BAYER-CORP#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0353;WebAS, AUT%US-0353-BHC-BAYER-HEALTHCARE-LLC%02, Intranet;10064956;;Intranet;various;WebCM;AUT#US-0353-BHC-BAYER-HEALTHCARE-LLC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0353;WebAS, AUT%US-0353-BHC-BAYER-HEALTHCARE-LLC%01, Internet;10064688;;Internet;various;WebCM;AUT#US-0353-BHC-BAYER-HEALTHCARE-LLC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1477;WebAS, AUT%UA-1477-BHC%02, Intranet;;;Intranet;various;WebCM;AUT#UA-1477-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1477;WebAS, AUT%UA-1477-BHC%01, Internet;10064853;;Internet;various;WebCM;AUT#UA-1477-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0673;WebAS, AUT%TW-0673-ROS-BAYER-TAIWAN-COMPANY-LTD%02, Intranet;;;Intranet;various;WebCM;AUT#TW-0673-ROS-BAYER-TAIWAN-COMPANY-LTD#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0673;WebAS, AUT%TW-0673-ROS-BAYER-TAIWAN-COMPANY-LTD%01, Internet;10064851;;Internet;various;WebCM;AUT#TW-0673-ROS-BAYER-TAIWAN-COMPANY-LTD#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0092;WebAS, AUT%TR-0092-ROS-BAYER-TUERK-KIMYA%02, Intranet;;;Intranet;various;WebCM;AUT#TR-0092-ROS-BAYER-TUERK-KIMYA#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0092;WebAS, AUT%TR-0092-ROS-BAYER-TUERK-KIMYA%01, Internet;10064849;;Internet;various;WebCM;AUT#TR-0092-ROS-BAYER-TUERK-KIMYA#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0422;WebAS, AUT%TH-0422-ROS-BAYER-THAI-COMPANY-LIMITED%02, Intranet;10064953;;Intranet;various;WebCM;AUT#TH-0422-ROS-BAYER-THAI-COMPANY-LIMITED#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0422;WebAS, AUT%TH-0422-ROS-BAYER-THAI-COMPANY-LIMITED%01, Internet;10064847;;Internet;various;WebCM;AUT#TH-0422-ROS-BAYER-THAI-COMPANY-LIMITED#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1000;WebAS, AUT%SK-1000-ROS%02, Intranet;;;Intranet;various;WebCM;AUT#SK-1000-ROS#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1000;WebAS, AUT%SK-1000-ROS%01, Internet;10064845;;Internet;various;WebCM;AUT#SK-1000-ROS#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0438;WebAS, AUT%SI-0438-BHC%02, Intranet;10064951;;Intranet;various;WebCM;AUT#SI-0438-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0438;WebAS, AUT%SI-0438-BHC%01, Internet;10064843;;Internet;various;WebCM;AUT#SI-0438-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1106;WebAS, AUT%SG-1106-ROS-BAYER-SOUTH-EAST-ASIA-PTE-LT%02, Intranet;10064949;;Intranet;various;WebCM;AUT#SG-1106-ROS-BAYER-SOUTH-EAST-ASIA-PTE-LT#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1106;WebAS, AUT%SG-1106-ROS-BAYER-SOUTH-EAST-ASIA-PTE-LT%01, Internet;10064841;;Internet;various;WebCM;AUT#SG-1106-ROS-BAYER-SOUTH-EAST-ASIA-PTE-LT#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0202;WebAS, AUT%SE-0202-BHC%02, Intranet;;;Intranet;various;WebCM;AUT#SE-0202-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0202;WebAS, AUT%SE-0202-BHC%01, Internet;10064839;;Internet;various;WebCM;AUT#SE-0202-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0823;WebAS, AUT%RU-0823-ROS-ZAO-BAYER%02, Intranet;10064947;;Intranet;various;WebCM;AUT#RU-0823-ROS-ZAO-BAYER#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0823;WebAS, AUT%RU-0823-ROS-ZAO-BAYER%01, Internet;10064837;;Internet;various;WebCM;AUT#RU-0823-ROS-ZAO-BAYER#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1490;WebAS, AUT%RS-1490-BCS-SM%02, Intranet;10064945;;Intranet;various;WebCM;AUT#RS-1490-BCS-SM#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
1490;WebAS, AUT%RS-1490-BCS-SM%01, Internet;10064835;;Internet;various;WebCM;AUT#RS-1490-BCS-SM#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0946;WebAS, AUT%RO-0946-ROS%02, Intranet;10064943;;Intranet;various;WebCM;AUT#RO-0946-ROS#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0946;WebAS, AUT%RO-0946-ROS%01, Internet;10064833;;Internet;various;WebCM;AUT#RO-0946-ROS#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0193;WebAS, AUT%PT-0193-BHC%02, Intranet;;;Intranet;various;WebCM;AUT#PT-0193-BHC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0193;WebAS, AUT%PT-0193-BHC%01, Internet;10064831;;Internet;various;WebCM;AUT#PT-0193-BHC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0801;WebAS, AUT%PL-0801-BGP%02, Intranet;10064941;;Intranet;various;WebCM;AUT#PL-0801-BGP#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0801;WebAS, AUT%PL-0801-BGP%01, Internet;10064829;;Internet;various;WebCM;AUT#PL-0801-BGP#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0084;WebAS, AUT%PK-0084-BGP-BAYER-PAKISTAN-PRIVATE-LIMIT%02, Intranet;;;Intranet;various;WebCM;AUT#PK-0084-BGP-BAYER-PAKISTAN-PRIVATE-LIMIT#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0084;WebAS, AUT%PK-0084-BGP-BAYER-PAKISTAN-PRIVATE-LIMIT%01, Internet;10064687;;Internet;various;WebCM;AUT#PK-0084-BGP-BAYER-PAKISTAN-PRIVATE-LIMIT#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0087;WebAS, AUT%PH-0087-ROS-BAYER-PHILIPPINES-INC%02, Intranet;;;Intranet;various;WebCM;AUT#PH-0087-ROS-BAYER-PHILIPPINES-INC#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0087;WebAS, AUT%PH-0087-ROS-BAYER-PHILIPPINES-INC%01, Internet;10064827;;Internet;various;WebCM;AUT#PH-0087-ROS-BAYER-PHILIPPINES-INC#01;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
0197;WebAS, AUT%PE-0197-BAYER-PERU%02, Intranet;;;Intranet;various;WebCM;AUT#PE-0197-BAYER-PERU#02;EMEA (ohne DE);Marcel Knoll;Marcel Knoll;Element;sites/000185/WebAgency/Lists/BBS Contracts
